Customer Id	Master Customer Cd	Master Customer Nm	Addr1	City	State	Zip	Customer Integration Customer Class Dsc	trauma_ctr_flg	Customer Class Dsc
B9CULB	N020B9CULB	ROOSEVELT MEMORIAL HEALTH CENTER	PO BOX 419	CULBERTSON	MT	59218	Hospital                                	N	Hospital Customer
B0KISC	N040B0KISC	LURIE CHILDRENS HSP SCHAUMBURG SATELLITE					Hospital                                	N	Hospital Customer
P00208	N021P00208	ADVENTIST HEALTH COLUMBIA GORGE	1700 EAST 19TH STREET	THE DALLES	OR	97058	Hospital                                	N	Hospital Customer
A46006	N041A46006	MERIT HEALTH CENTRAL	1850 CHADWICK DRIVE	JACKSON	MS	39204	Hospital                                	Y	Hospital Customer
P01337	N021P01337	MULTICARE YAKIMA MEMORIAL HOSPITAL	2811 TIETON DRIVE	YAKIMA	WA	98902	Hospital                                	N	Hospital Customer
B19391	N002B19391	KANSAS MEDICAL CENTER LLC	1124 W 21ST STREET	ANDOVER	KS	67002	Hospital                                	N	Hospital Customer
B18528	N002B18528	GREELEY COUNTY HEALTH SERVICES	506 3RD STREET	TRIBUNE	KS	67879	Hospital                                	N	Hospital Customer
000   	N027B9ELIV	EAST LIVERPOOL CITY HOSPITAL					Hospital                                	N	Hospital in Region
000455	N024000455	SOUTHWEST MC ULH	U OF L HEALTH	LOUISVILLE	KY	40202	Hospital                                	N	Hospital in Region
B11001	N030B11001	EVANGELICAL COMMUNITY HOSPITAL	1 HOSPITAL DRIVE	LEWISBURG	PA	17837	Hospital                                	N	Hospital in Region
B2KRIC	N084B2KRIC	KAISER HOSPITAL-RICHMOND	901 NEVIN AVENUE	RICHMOND	CA	94801	Hospital                                	N	Hospital Customer
001200	N049001200	ST JOHN REHABILITATION HOSPITAL	1200 WEST ALBANY DR	BROKEN ARROW	OK	74012	Hospital                                	N	Hospital Customer
URMCBC								N	EO-Emerging Offerings
000   	N022STJ	ST JOSEPH'S-N PHILA HLTH SYS					Hospital                                	N	Hospital in Region
NCHO  	N003NCHO	NEMOURS CHILDRENS HEALTH ORLANDO					Hospital                                	N	Hospital Customer
B7GRET	N027B7GRET	GARRETT REGIONAL MEDICAL HOSPITAL	WVU MEDICINE	MORGANTON	WV	26506	Hospital                                	N	Hospital in Region
9803  	N0049803	HOLY FAMILY HOSPITAL-HAVERHILL					Hospital                                	N	Hospital Customer
B8DALY	N020B8DALY	BITTERROOT HEALTH	1200 WESTWOOD DRIVE	HAMILTON	MT	59840	Hospital                                	N	Hospital Customer
000   	N013DAVENP	U OF MICHIGAN-PATHOLOGY DEPARTMENT					Hospital                                	N	Hospital Customer
002202	N001002202	BARNES-KASSON HOSPITAL	400 TURNPIKE STREET	SUSQUEHANNA	PA	18847	Hospital                                	N	Hospital in Region
B8BOON	N011B8BOON	BOONE HOSPITAL CENTER	1600 EAST BROADWAY	COLUMBIA	MO	65201	Hospital                                	N	Hospital Customer
5220  	N0048950	PENOBSCOT VALLEY HOSPITAL					Hospital                                	N	Hospital in Region
2020  	N0122020	VA MEDICAL CENTER-FAYETTEVILLE	PO BOX 149971	AUSTIN	TX	78714	Government                              	N	Military Hospital
C00006	N042C00006	LOUIS STOKES VA MEDICAL CENTER	DEPT OF VETERANS AFFAIRS	AUSTIN	TX	78714-8971	Government                              	N	Hospital Customer
B3COHI	N006B3COHI	CITY OF HOPE NAT MED CTR (IRVINE CAMPUS)					Hospital                                	N	Hospital Customer
34039 	N02934039	NAVAL HOSPITAL CAMP LEJEUNE	100 BREWSTER BOULEVARD	CAMP LEJEUNE	NC	28547-0100	Government                              	N	Military Hospital
B9MNMC	N011B9MNMC	MENORAH MEDICAL CENTER	5721 W 119TH ST	OVERLAND PARK	KS	66209	Hospital                                	N	Hospital Customer
B1ARCH	N055B1ARCH	ARKANSAS CHILDRENS HOSPITAL	1 CHILDRENS WAY	LITTLE ROCK	AR	72202-3591	Hospital                                	N	Hospital Customer
2585  	N0122585	WAKEMED CHILDRENS HOSPITAL	PO BOX 14549	RALEIGH	NC	27620	Hospital                                	Y	Hospital Customer
000   	N038B7WOME	SAINT VINCENTS HOSPITAL AND HEALTH CARE CENTER, INC					Hospital                                	N	Hospital Customer
000   	N01850OTSE	MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
VAP   	N022VAP	VA MEDICAL CENTER-PHILADELPHIA	DEPARTMENT OF VETERANS AFFAIRS	AUSTIN	TX	78714	Government                              	N	VA Hospital
B12370	N002B12370	NEWMAN REGIONAL HEALTH	1201 W 12TH AVENUE	EMPORIA	KS	66801	Hospital                                	N	Hospital Customer
000   	N041A45001	BAPTIST MEDICAL CENTER SOUTH					Hospital                                	Y	Hospital in Region
THRRVR	N027THRRVR	THREE RIVERS MEDICAL CENTER	2483 HIGHWAY 644	LOUISA	KY	41230	Hospital                                	N	Hospital Customer
LMTEMS	N024LMTEMS	LOUISVILLE METRO EMS					Air Ambulance                           	N	Hospital Customer
001140	N001001140	URMC-STRONG MEMORIAL HOSPITAL	601 ELMWOOD AVE	ROCHESTER	NY	14642	Hospital                                	Y	Hospital in Region
00054D	N04900054D	JANE PHILLIPS MEDICAL CENTER	ASCENSION HEALTH MSC	INDIANAPOLIS	IN	46203	Hospital                                	N	Hospital Out of Region
000   	N055B8NMMC	NORTHWEST MISSISSIPPI					Hospital                                	N	Hospital Customer
ODYSCI	N004ODYSBC	ODYSSEY THERAPEUTICS					Other                                   	N	EO-Emerging Offerings
009052	N024009052	CARROLL COUNTY MEMORIAL HOSPITAL	309 ELEVENTH STREET	CARROLLTON	KY	41008	Hospital                                	N	Hospital in Region
2337  	N0122337	JOHNSTON MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
B4PARW	N038B4PARW	PARKVIEW KOSCIUSKO HOSPITAL					Hospital                                	N	Hospital in Region
N8ECPC	N007N8ECPC	EAGLE COUNTY PARAMEDIC SERVICES					Ground Ambulance                        	N	Hospital Customer
B3CRES	N009B3CRES	GREATER COMMUNITY HOSPITAL	1700 WEST TOWNLINE ST	CRESTON	IA	50801	Hospital                                	Y	Hospital Customer
000   	N600TEMP1	TEMPORARY EPROGESA CUSTOMER 1					Other                                   	N	Temporary Class A
B8PUTN	N011B8PUTN	PUTNAM COUNTY MEMORIAL HOSPITAL	1926 OAK STREET	UNIONVILLE	MO	63565	Hospital                                	N	Hospital Customer
S7WTZL	N027S7WTZL	WETZEL COUNTY HOSPITAL	P. O. BOX 8030	MORGANTOWN	WV	26506	Hospital                                	N	Hospital in Region
B1ALEX	N084B1ALEX	REGIONAL MEDICAL CENTER-SAN JOSE	PO BOX 56179	SAN JOSE	CA	95156-6179	Hospital                                	Y	Hospital Customer
WYOM  	N017WYOM	FAIRVIEW LAKES MEDICAL CENTER	5200 FAIRVIEW BLVD	WYOMING	MN	55092	Hospital                                	N	Hospital Customer
000   	N016OSUD12	OSU DEPT OF MICROBIAL INFECTION-CHERPES					Other                                   	N	EO-Emerging Offerings
B6HAXT	N009B6HAXT	HAXTUN HOSPITAL	235 W FLETCHER ST	HAXTUN	CO	80731	Hospital                                	N	Hospital Customer
000470	N024000470	AUDUBON NORTON	1 AUDUBON PLAZA DR	LOUISVILLE	KY	40217	Hospital                                	N	Hospital Customer
1072  	N0041072	CHARLTON MEMORIAL HOSPITAL	SOUTHCOAST HEALTH	FAIRHAVEN	MA	02719	Hospital                                	N	Hospital in Region
B3AEPA	N055B3AEPA	AR EVAC LIFESTREAM 022 - PARIS					Air Ambulance                           	N	Hospital Customer
B1LOUD	N053B1LOUD	LOUDOUN HOSPITAL CENTER	44045 RIVERSIDE PKWY	LEESBURG	VA	20176	Hospital                                	N	Hospital in Region
000   	N016OSUF15	OSU-SCHOOL ALLIED MED PROFESSIONS					Other                                   	N	Hospital Customer
P01470	N021P01470	TRIOS HEALTH-SOUTHRIDGE					Hospital                                	N	Hospital Customer
B19398	N002B19398	WESLEY MEDICAL CENTER	550 NORTH HILLSIDE	WICHITA	KS	67214-4076	Hospital                                	Y	Hospital Customer
5314  	N0095314	AIR METHODS - NORTH PLATTE (FW)					Air Ambulance                           	N	Unclassified
000   	N0337844R	SERAPURE TECHNOLOGIES					Plug Value                              	N	Commercial Labs
RS041 	N017RS041	MED TOX CORPORATION	MEDTOX LABORATORIES	NEW BRIGHTON	MN	55112-3522	Other                                   	N	Hospital Customer
000   	N007PMOJHP	JH-MAYO CLINIC-PHOENIX					Other                                   	N	Hospital Customer
B10885	N002B10885	REPUBLIC COUNTY HOSPITAL	2420 G STREET	BELLEVILLE	KS	66935	Hospital                                	N	Hospital Customer
A46005	N041A46005	NORTH OKALOOSA MEDICAL CENTER	151 REDSTONE AVENUE SE	CRESTVIEW	FL	32539-6026	Hospital                                	N	Hospital Customer
B5HRMC	N011B5HRMC	DEACONESS REGIONAL HEALTHCARE SERVICES ILLINOIS INC DBA DEACONESS ILLINOIS MEDICAL CENTER	DBA DEACONESS ILLINOIS MED CTR	EVANSVILLE	IN	47710	Hospital                                	N	Hospital Customer
000   	N016OSUD18	OSU-DEPT NEURO SURGERY-KAUR					Other                                   	N	EO-Emerging Offerings
B1BERG	N009B1BERG	CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER BERGAN MERCY	CATHOLIC HEALTH INITIATIVES	PHOENIX	AZ	85002	Hospital                                	Y	Hospital Customer
GENEVA	N021GENEVA	THE GENEVA FOUNDATION					Other                                   	N	Researchers
B8LITT	N006B8LITT	PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE	PO BOX 389673	SEATTLE	WA	98138	Hospital                                	Y	Hospital Customer
B4JASP	N003B4JASP	JASPER MEMORIAL HOSPITAL	898 COLLEGE STREET	MONTICELLO	GA	31064	Hospital                                	N	Hospital Customer
B1GTWN	N053B1GTWN	GEORGETOWN UNIV HOSPITAL	PO BOX 518	ELMSFORD	NY	10523	Hospital                                	Y	Hospital Customer
BSWMCU	N049BSWMCU	BAYLOR SCOTT AND WHITE MED CTR UPTOWN					Hospital                                	N	Hospital Customer
LBH   	N022LBH	LOWER BUCKS HOSPITAL	501 BATH ROAD	BRISTOL	PA	19007	Hospital                                	N	Hospital Out of Region
B0BONS	N053B0GRAC	GRACE MEDICAL CENTER	PO BOX 6758	ELLICOTT CITY	MD	21042	Hospital                                	N	Hospital Customer
B4MCG 	N036B4MCG	WELLSTAR MCG HEALTH	1120 15TH STREET	AUGUSTA	GA	30912	Hospital                                	Y	Hospital Customer
B5SJGH	N084B5SJGH	SAN JOAQUIN GENERAL HOSPITAL	500 W HOSPITAL ROAD	FRENCH CAMP	CA	95231	Hospital                                	Y	Hospital Customer
T3301T	N049T3301T	MEDICAL CITY ARLINGTON					Hospital                                	Y	Hospital Customer
B3FVAL	N006B3FVAL	UCI HEALTH - FOUNTAIN VALLEY	UC IRVINE MEDICAL CENTER	SANTA ANA	CA	92711-1917	Hospital                                	N	Hospital Customer
000   	N009B3GREN	ADAIR COUNTY MEMORIAL HOSPITAL					Hospital                                	N	Hospital Customer
B4MARN	N084B4MARN	MARIN GENERAL HOSPITAL	250 BON AIR ROAD	GREENBRAE	CA	94904	Hospital                                	N	Hospital Customer
20019 	N02920019	WILSON MEMORIAL HOSP BLOOD BANK	1705 S TARBORO STREET	WILSON	NC	27893	Hospital                                	N	Hospital Customer
6107  	N0126107	UNC ESHELMAN SCHOOL OF PHARMACY					Other                                   	N	EO-Emerging Offerings
129   	N084129	CENTRAL CALIFORNIA BLOOD CENTER					Non RC Blood Center                     	N	Community Blood Bank
2180  	N0122180	NOVANT THOMASVILLE MEDICAL CENTER	PO BOX 789	THOMASVILLE	NC	27360	Hospital                                	N	Hospital Customer
B2MMAL	N011B2MMAL	ALTON MEMORIAL HOSPITAL	1 MEMORIAL DRIVE	ALTON	IL	62002	Hospital                                	N	Hospital Customer
000   	N002P19801	VIA CHRISTI CLINIC P.A.					Other                                   	N	Miscellaneous
7305  	N0047305	ANDROSCOGGIN VALLEY HOSPITAL	59 PAGE HILL ROAD	BERLIN	NH	03570	Hospital                                	N	Hospital in Region
JACK  	N027JACK	JACKSON GENERAL HOSPITAL	PO BOX 8030	MORGANTOWN	WV	26506	Hospital                                	N	Hospital Out of Region
B3BAMC	N003B3BAMC	NORTHEAST GEORGIA MEDICAL CENTER BARROW	743 SPRING STREET	GAINESVILLE	GA	30501	Hospital                                	N	Hospital Customer
B0NWMH	N040B0NWMH	NORTHWESTERN MEMORIAL HOSPITAL	251 EAST HURON STREET	CHICAGO	IL	60611	Hospital                                	Y	Hospital in Region
B3SJFU	N006B3SJFU	ST JUDE MEDICAL CENTER	3345 MICHELSON DR	IRVINE	CA	92612	Hospital                                	N	Hospital Customer
CJLNBE	N088CJLNBE	CAPTAIN JAMES A LOVELL FED HLTH CARE CTR					Government                              	N	Hospital Customer
5212  	N0045212	HOULTON REGIONAL HOSPITAL	20 HARTFORD STREET	HOULTON	ME	04730	Hospital                                	N	Hospital in Region
ANATBC	N040B0RUSH	RUSH UNIVERSITY MEDICAL CENTER					Hospital                                	N	EO-Emerging Offerings
MRI   	N088MRI	MCLAUGHLIN RESEARCH INSTITUTE					Other                                   	N	Researchers
000   	N021MESA	MESA CLINICAL LABS					Other                                   	N	Commercial Labs
7204  	N0337204	BETH ISRAEL MEDICAL CENTER					Hospital                                	N	Hospital Out of Region
A46001	N041A46001	SACRED HEART HOSPITAL					Hospital                                	Y	Hospital Customer
POAYU 	N088POAYU	AYUMETRIX LLC	17387 63RD AVE	LAKE OSWEGO	OR	97035-5205	Other                                   	N	EO-Hub Accts
50MARL	N01850MARL	MARLETTE REGIONAL HOSPITAL	2770 MAIN STREET	MARLETTE	MI	48453	Hospital                                	N	Hospital Customer
2125  	N0122125	CATAWBA VALLEY MEDICAL CENTER					Hospital                                	N	Hospital Customer
000   	N003B1KPSW	KAISER PERMANENTE SOUTHWOOD					Hospital                                	N	Hospital Customer
6003  	N0125165	UNC HEALTH ROCKINGHAM					Hospital                                	N	Hospital Customer
B7IUME	N038B7IUME	IU HEALTH SCHOOL OF MEDICINE-EVANSVILLE					Other                                   	N	Hospital Customer
STREK 	N088STREK	STRECK LABORATORIES, INC	PO BOX 45625	OMAHA	NE	68145	Commercial / Residential                	N	EO-Hub Accts
E63SHV	N006E63SHV	SHARP CHULA VISTA MEDICAL CENTER	751 MEDICAL CENTER CT	CHULA VISTA	CA	91911	Hospital                                	N	Hospital Customer
000   	N009N8SVSF	SIOUX VALLEY HOSPITAL-SIOUX FALLS					Hospital                                	N	Hospital Customer
1049  	N0041049	NEW ENGLAND BAPTIST HOSPITAL	125 PARKERHILL AVENUE	BOSTON	MA	02120	Hospital                                	N	Hospital in Region
MIS   	N022CED	HUP - CEDAR AVENUE	TH# 40002-19100	TROY	MI	48007-7007	Hospital                                	N	Hospital in Region
72BLOD	N01872BLOD	SPECTRUM HEALTH-EAST CAMPUS	1840 WEALTHY SE	GRAND RAPIDS	MI	49506	Hospital                                	N	Hospital Customer
000   	N017SPFC	MAYO CLINIC HEALTH SYSTEM SPRINGFIELD					Hospital                                	N	Hospital Customer
000140	N007000140	NORTHWEST MEDICAL CENTER	6180 N CORONA ROAD # 105	TUCSON	AZ	85704	Hospital                                	N	Hospital Customer
B7052H	N030B7052H	LANCASTER GENERAL HOSPITAL	555 NORTH DUKE STREET	LANCASTER	PA	17602	Hospital                                	Y	Hospital Out of Region
010400	N019010400	JACKSON PURCHASE MED CENTER	C/O LIFEPOINT	NASHVILLE	TN	37228	Hospital                                	N	Hospital Customer
2482  	N0122482	DUKE RALEIGH HOSPITAL	CAMPUS BOX 104131	DURHAM	NC	27708	Hospital                                	N	Hospital Customer
000   	N049T4000T	BAYSHORE MEDICAL CENTER					Hospital                                	Y	Hospital Customer
B8HGEN	N006B8HGEN	HARBOR UCLA MEDICAL CENTER	1000 WEST CARSON,  BOX 12	TORRANCE	CA	90509	Hospital                                	Y	Hospital Customer
NYSLOA	N022NYSLMF	MEMORIAL SLOAN KETTERING BLOOD BANK	1275 YORK AVENUE	NEW YORK	NY	10021	Hospital                                	N	Non Region
5230  	N0075230	AIR METHODS PARKER					Air Ambulance                           	N	Unclassified
000   	N011B2STEG	GATEWAY REGIONAL MEDICAL CENTER					Hospital                                	N	Hospital Customer
000   	N003SMMC	ST MARYS MEDICAL CENTER					Hospital                                	N	Hospital in Region
8871  	N0041550	TUFTS MEDICAL CENTER					Hospital                                	N	Hospital in Region
VCIJW 	N029VCIJW	VIRGINIA CANCER INSTITUTE					Other                                   	N	Hospital Customer
7001  	N0337001	WILLIAM W BACKUS HOSPITAL	326 WASHINGTON STREET	NORWICH	CT	06360	Hospital                                	N	Hospital in Region
208REN	N021208	BLOODWORKS NORTHWEST					Non RC Blood Center                     	N	EO-Hub Accts
000   	N054PRBLBA	PUERTO RICO BLOOD BANK					Non RC Blood Center                     	N	Community Blood Bank
AHSSD 	N088AHSSD	ALTRU HEALTH SYSTEM					Other                                   	N	EO-Hub Accts
4304  	N0044304	OUR LADY OF FATIMA HOSPITAL					Hospital                                	N	Hospital Customer
B15634	N002B15634	MCPHERSON HOSPITAL	1000 HOSPITAL DR	MCPHERSON	KS	67460	Hospital                                	N	Hospital Customer
B3BERN	N055B3BERN	ST BERNARDS MEDICAL CENTER	225 E WASHINGTON	JONESBORO	AR	72401	Hospital                                	N	Hospital Customer
B0GCCC	N054B0GCCC	C CARDIOVASCULAR DE P R CARIBE	PO BOX 366528	SAN JUAN	PR	00936-6528	Hospital                                	N	Hospital Customer
UCDAV 	N084UCDAV	UC DAVIS MEDICAL CENTER	2315 STOCKTON BLVD	SACRAMENTO	CA	95817	Hospital                                	Y	Hospital Customer
000   	N041A20030	MARSHALL MEDICAL CENTER SOUTH					Hospital                                	N	Hospital Customer
5341  	N0125341	DR WALTER LEE DUMC					Other                                   	N	Researchers
B12001	N030B12001	GEISINGER MEDICAL CENTER - DANVILLE	100 NORTH ACADEMY AVENUE	DANVILLE	PA	17822	Hospital                                	Y	Hospital in Region
P00507	N021P00507	BAY AREA HEALTH DISTRICT	1775 THOMPSON RD	COOS BAY	OR	97420	Hospital                                	N	Hospital Customer
10109 	N049010109	CANCER TREATMENT CENTER OF AMERICA					Other                                   	N	Hospital Customer
CHH   	N022CHH	CHESTNUT HILL HOSPITAL	8835 GERMANTOWN AVENUE	PHILADELPHIA	PA	19118	Hospital                                	N	Hospital in Region
N8UCMC	N009N8UCMC	UCHEALTH UNIVERSITY OF COLORADO HOSPITAL					Hospital                                	Y	Hospital Customer
